decision_id,run_id,run_name,run_status,input_fingerprint,event_index,as_of_time,mode,bot_id,bot_name,base_personality,llm_provider,model,prompt_version,prompt_hash,action,ticker,quantity,limit_price,confidence,speculative,reasoning_length,headline_used,evidence_count,evidence_url_count,risk_checked,risk_approved,risk_blocked,risk_reason,fill_count,fill_qty_total,fill_avg_price,current_price,next_event_price,return_next_event,signed_return_next_event,directional_correct_next_event,intent_mark_pnl_next_event,benchmark_symbol,benchmark_price,benchmark_next_event_price,benchmark_return_next_event,excess_return_vs_benchmark_next_event,beat_benchmark_next_event,headline_count,real_headline_count,synthetic_headline_count,ticker_headline_count,macro_headline_count,filing_headline_count,earnings_headline_count,headline_source_count,headline_sources,headline_age_minutes_min,headline_age_minutes_avg,has_real_news,has_synthetic_market_summary,news_context_quality,event_spy_return_1d,event_qqq_return_1d,event_tlt_return_1d,event_gld_return_1d,event_risk_regime,event_trend_regime,event_volatility_regime,event_breadth_proxy,ticker_return_1d,ticker_return_5d,ticker_return_20d,ticker_rolling_volatility_20d,ticker_volume_ratio_20d,ticker_gap_from_previous_close,ticker_distance_from_20d_ma
291,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,163,,0,0,0,,0,,0,0,,,,,,,,SPY,718.66,720.65,0.00276904,,,65,65,0,0,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,,,,,,,
292,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,100,,0.6,1,194,sp 500 heads for its best month since 2020 plus apple earnings on deck,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,271.35,280.14,0.03239359,-0.03239359,0,-879.000065,SPY,718.66,720.65,0.00276904,-0.03516263,0,65,65,0,2,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,0.004368,-0.007607,0.061495,0.015187,2.252036,0.001221,0.023391
293,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.3,0,152,"Federal Reserve releases FOMC statement after the April 28-29, 2026 meeting",0,0,0,,0,,0,0,,,,,,,,SPY,718.66,720.65,0.00276904,,,65,65,0,0,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,,,,,,,
669,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.87,0,95,,0,0,0,,0,,0,0,,,,,,,,SPY,718.66,720.65,0.00276904,,,65,65,0,0,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,,,,,,,
670,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,TSLA,100,,0.78,0,119,[1h ago] [benzinga.com] tesla shares rise over 3 percent after key trading signal,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,381.63,390.82,0.02408092,-0.02408092,0,-919.00015,SPY,718.66,720.65,0.00276904,-0.02684996,0,65,65,0,2,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,0.023686,0.021166,0.00097,0.027748,0.748271,-0.000134,0.028439
671,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,50,2026-04-30T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.67,0,124,"Federal Reserve releases FOMC statement after the April 28-29, 2026 meeting",0,0,0,,0,,0,0,,,,,,,,SPY,718.66,720.65,0.00276904,,,65,65,0,0,2,33,4,8,BEA;Federal Reserve;SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;seekingalpha.com;yahoo.com,15.0,1909.0862,1,0,news_enriched,0.00995,0.009326,-0.000933,0.014973,risk_on,up,low,0.730159,,,,,,,
294,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,159,,0,0,0,,0,,0,0,,,,,,,,SPY,720.65,718.01,-0.00366336,,,70,70,0,0,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,,,,,,,
295,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,80,,0.6,1,137,apple is changing the rules right before tim cook exits,0,0,1,1,0,approved,0,0,,280.14,276.83,-0.01181552,0.01181552,1,264.799982,SPY,720.65,718.01,-0.00366336,0.01547888,1,70,70,0,2,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,0.032394,0.033498,0.094639,0.016524,1.842474,0.027676,0.051738
296,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.3,0,190,"Federal Reserve releases FOMC statement after the April 28-29, 2026 meeting",0,0,0,,0,,0,0,,,,,,,,SPY,720.65,718.01,-0.00366336,,,70,70,0,0,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,,,,,,,
672,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.93,0,153,,0,0,0,,0,,0,0,,,,,,,,SPY,720.65,718.01,-0.00366336,,,70,70,0,0,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,,,,,,,
673,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,HOLD,,,,0.56,0,162,SEC filing: JPMORGAN CHASE & CO files 10-Q for report date 2026-03-31,0,0,0,,0,,0,0,,,,,,,,SPY,720.65,718.01,-0.00366336,,,70,70,0,0,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,,,,,,,
674,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,51,2026-05-01T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.84,0,166,"[2d ago] [Federal Reserve] Federal Reserve releases FOMC statement after the April 28-29, 2026 meeting",0,0,0,,0,,0,0,,,,,,,,SPY,720.65,718.01,-0.00366336,,,70,70,0,0,2,39,1,7,BEA;Federal Reserve;SEC EDGAR;benzinga.com;prnewswire.com;seekingalpha.com;yahoo.com,20.0,2042.2222,1,0,news_enriched,0.002769,0.0096,-0.000117,-0.001133,neutral,up,low,0.365079,,,,,,,
297,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,214,why meta platforms stock plummeted,0,0,0,,0,,0,0,,,,,,,,SPY,718.01,723.77,0.00802217,,,51,51,0,0,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,,,,,,,
298,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,QQQ,100,,0.6,1,116,artificial intelligence ai sell off,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,672.88,681.61,0.01297408,-0.01297408,0,-872.999895,SPY,718.01,723.77,0.00802217,-0.02099625,0,51,51,0,0,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,-0.001884,0.013023,0.143381,0.009911,0.835398,0.000756,0.047423
299,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,718.01,723.77,0.00802217,,,51,51,0,0,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,,,,,,,
675,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.41,0,128,[yahoo.com] artificial intelligence ai sell off,0,0,0,,0,,0,0,,,,,,,,SPY,718.01,723.77,0.00802217,,,51,51,0,0,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,,,,,,,
676,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.63,0,139,artificial intelligence ai sell off,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,413.62,411.38,-0.0054156,0.0054156,1,224.000047,SPY,718.01,723.77,0.00802217,-0.00260657,0,51,51,0,2,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,-0.001979,-0.026364,0.109258,0.02154,0.808396,-0.006997,0.014744
677,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,52,2026-05-04T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,718.01,723.77,0.00802217,,,51,51,0,0,0,15,3,5,SEC EDGAR;benzinga.com;cnbc.com;fool.com;yahoo.com,23.0,2876.9737,1,0,news_enriched,-0.003663,-0.001884,-0.007593,-0.020015,neutral,up,low,0.31746,,,,,,,
300,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,169,,0,0,0,,0,,0,0,,,,,,,,SPY,723.77,733.83,0.01389944,,,46,46,0,0,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,,,,,,,
301,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.55,0,111,alphabet stock analyst estimates ratings,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,388.43,398.04,0.02474062,-0.02474062,0,-960.999903,SPY,723.77,733.83,0.01389944,-0.03864006,0,46,46,0,1,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,0.013516,0.110498,0.271623,0.025078,0.876644,0.007776,0.124802
302,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,723.77,733.83,0.01389944,,,46,46,0,0,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,,,,,,,
678,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.21,0,107,,0,0,0,,0,,0,0,,,,,,,,SPY,723.77,733.83,0.01389944,,,46,46,0,0,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,,,,,,,
679,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,GOOGL,100,,0.61,1,139,[1h ago] [yahoo.com] alphabet stock analyst estimates ratings,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,388.43,398.04,0.02474062,-0.02474062,0,-960.999903,SPY,723.77,733.83,0.01389944,-0.03864006,0,46,46,0,1,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,0.013516,0.110498,0.271623,0.025078,0.876644,0.007776,0.124802
680,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,53,2026-05-05T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,723.77,733.83,0.01389944,,,46,46,0,0,0,10,4,4,SEC EDGAR;cnbc.com;fool.com;yahoo.com,21.0,1361.1935,1,0,news_enriched,0.008022,0.012974,0.005532,0.008584,risk_on,up,low,0.603175,,,,,,,
303,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,157,,0,0,0,,0,,0,0,,,,,,,,SPY,733.83,731.58,-0.00306611,,,52,52,0,0,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,,,,,,,
304,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.55,1,141,tesla meta microsoft investors may,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,413.96,420.77,0.01645086,-0.01645086,0,-680.999801,SPY,733.83,731.58,-0.00306611,-0.01338475,0,52,52,0,2,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,0.006272,-0.024737,0.105869,0.021623,0.85246,-0.008216,0.005866
305,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,733.83,731.58,-0.00306611,,,52,52,0,0,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,,,,,,,
681,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.93,0,157,,0,0,0,,0,,0,0,,,,,,,,SPY,733.83,731.58,-0.00306611,,,52,52,0,0,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,,,,,,,
682,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.36,1,119,tesla meta microsoft investors may,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,413.96,420.77,0.01645086,-0.01645086,0,-680.999801,SPY,733.83,731.58,-0.00306611,-0.01338475,0,52,52,0,2,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,0.006272,-0.024737,0.105869,0.021623,0.85246,-0.008216,0.005866
683,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,54,2026-05-06T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,733.83,731.58,-0.00306611,,,52,52,0,0,0,16,3,5,SEC EDGAR;cnbc.com;fool.com;seekingalpha.com;yahoo.com,25.0,1856.9429,1,0,news_enriched,0.013899,0.020774,0.007609,0.030339,risk_on,up,low,0.634921,,,,,,,
306,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,55,2026-05-07T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.1,0,138,,0,0,0,,0,,0,0,,,,,,,,SPY,731.58,737.62,0.0082561,,,60,60,0,0,0,24,1,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;prnewswire.com;seekingalpha.com;yahoo.com,9.0,2179.8409,1,0,news_enriched,-0.003066,-0.001193,-0.004995,0.001671,neutral,up,low,0.396825,,,,,,,
