decision_id,run_id,run_name,run_status,input_fingerprint,event_index,as_of_time,mode,bot_id,bot_name,base_personality,llm_provider,llm_input_tokens,llm_output_tokens,llm_total_tokens,llm_estimated_cost_usd,model,prompt_version,prompt_hash,action,ticker,quantity,limit_price,confidence,speculative,reasoning_length,headline_used,evidence_count,evidence_url_count,risk_checked,risk_approved,risk_blocked,risk_reason,fill_count,fill_qty_total,fill_avg_price,current_price,next_event_price,return_next_event,signed_return_next_event,directional_correct_next_event,intent_mark_pnl_next_event,benchmark_symbol,benchmark_price,benchmark_next_event_price,benchmark_return_next_event,excess_return_vs_benchmark_next_event,beat_benchmark_next_event,future_price_1d,future_return_1d,future_signed_return_1d,directional_correct_1d,profitable_1d,intent_mark_pnl_1d,benchmark_future_price_1d,benchmark_return_1d,excess_return_vs_benchmark_1d,beat_benchmark_1d,large_loss_1d,high_confidence_wrong_1d,future_price_3d,future_return_3d,future_signed_return_3d,directional_correct_3d,profitable_3d,intent_mark_pnl_3d,benchmark_future_price_3d,benchmark_return_3d,excess_return_vs_benchmark_3d,beat_benchmark_3d,large_loss_3d,high_confidence_wrong_3d,future_price_7d,future_return_7d,future_signed_return_7d,directional_correct_7d,profitable_7d,intent_mark_pnl_7d,benchmark_future_price_7d,benchmark_return_7d,excess_return_vs_benchmark_7d,beat_benchmark_7d,large_loss_7d,high_confidence_wrong_7d,confidence_bucket,event_best_long_ticker_1d,event_best_long_return_1d,event_worst_ticker_1d,event_worst_return_1d,event_best_abs_ticker_1d,event_best_abs_return_1d,hold_missed_big_move_1d,headline_count,real_headline_count,synthetic_headline_count,ticker_headline_count,macro_headline_count,filing_headline_count,earnings_headline_count,headline_source_count,headline_sources,headline_age_minutes_min,headline_age_minutes_avg,has_real_news,has_synthetic_market_summary,news_context_quality,event_spy_return_1d,event_qqq_return_1d,event_tlt_return_1d,event_gld_return_1d,event_risk_regime,event_trend_regime,event_volatility_regime,event_breadth_proxy,ticker_return_1d,ticker_return_5d,ticker_return_20d,ticker_rolling_volatility_20d,ticker_volume_ratio_20d,ticker_gap_from_previous_close,ticker_distance_from_20d_ma
783,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,88,2026-06-25T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.92,0,121,,0,0,0,,0,,0,0,,,,,,,,SPY,734.3,728.99,-0.00723138,,,,,,,,,728.99,-0.00723138,,,,,,,,,,,746.77,0.01698216,,,,,,,,,,,747.71,0.01826229,,,,,high,NOW,0.09852547,CAT,-0.0563287,NOW,0.09852547,1,52,52,0,0,1,12,0,7,BEA;SEC EDGAR;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,40.0,2348.4524,1,0,news_enriched,0.001446,0.008106,-0.000343,0.009674,neutral,down,medium,0.460317,,,,,,,
784,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,88,2026-06-25T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,AAPL,100,,0.84,1,138,apple stock plunges after raising prices on macbooks ipads amid global memory crisis,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,275.15,283.78,0.03136471,-0.03136471,0,-862.999996,SPY,734.3,728.99,-0.00723138,-0.02413333,0,283.78,0.03136471,-0.03136471,0,0,-862.999996,728.99,-0.00723138,-0.02413333,0,1,1,289.36,0.05164456,-0.05164456,0,0,-1421.000068,746.77,0.01698216,-0.06862672,0,1,1,310.66,0.12905688,-0.12905688,0,0,-3551.000053,747.71,0.01826229,-0.14731917,0,1,1,high,NOW,0.09852547,CAT,-0.0563287,NOW,0.09852547,0,52,52,0,2,1,12,0,7,BEA;SEC EDGAR;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,40.0,2348.4524,1,0,news_enriched,0.001446,0.008106,-0.000343,0.009674,neutral,down,medium,0.460317,-0.061178,-0.070282,-0.114846,0.019863,2.001132,-0.01938,-0.081992
785,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,88,2026-06-25T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,734.3,728.99,-0.00723138,,,,,,,,,728.99,-0.00723138,,,,,,,,,,,746.77,0.01698216,,,,,,,,,,,747.71,0.01826229,,,,,low,NOW,0.09852547,CAT,-0.0563287,NOW,0.09852547,1,52,52,0,0,1,12,0,7,BEA;SEC EDGAR;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,40.0,2348.4524,1,0,news_enriched,0.001446,0.008106,-0.000343,0.009674,neutral,down,medium,0.460317,,,,,,,
408,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,153,,0,0,0,,0,,0,0,,,,,,,,SPY,728.99,741.0,0.01647485,,,,,,,,,741.0,0.01647485,,,,,,,,,,,745.76,0.02300443,,,,,,,,,,,745.4,0.0225106,,,,,low,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,1,46,46,0,0,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,,,,,,,
409,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.6,0,156,microsoft fallen 25 could push,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,372.97,368.57,-0.0117972,0.0117972,1,440.000168,SPY,728.99,741.0,0.01647485,-0.00467765,0,368.57,-0.0117972,0.0117972,1,1,440.000168,741.0,0.01647485,-0.00467765,0,0,0,384.28,0.03032415,-0.03032415,0,0,-1130.999823,745.76,0.02300443,-0.05332858,0,1,0,383.34,0.02780384,-0.02780384,0,0,-1036.99982,745.4,0.0225106,-0.05031444,0,1,0,medium,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,0,46,46,0,2,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,0.057081,-0.016948,-0.126513,0.028753,4.318509,0.012244,-0.067827
410,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,728.99,741.0,0.01647485,,,,,,,,,741.0,0.01647485,,,,,,,,,,,745.76,0.02300443,,,,,,,,,,,745.4,0.0225106,,,,,low,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,1,46,46,0,0,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,,,,,,,
786,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.37,0,155,,0,0,0,,0,,0,0,,,,,,,,SPY,728.99,741.0,0.01647485,,,,,,,,,741.0,0.01647485,,,,,,,,,,,745.76,0.02300443,,,,,,,,,,,745.4,0.0225106,,,,,low,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,1,46,46,0,0,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,,,,,,,
787,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.56,0,166,[1h ago] [yahoo.com] microsoft fallen 25 could push,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,372.97,368.57,-0.0117972,0.0117972,1,440.000168,SPY,728.99,741.0,0.01647485,-0.00467765,0,368.57,-0.0117972,0.0117972,1,1,440.000168,741.0,0.01647485,-0.00467765,0,0,0,384.28,0.03032415,-0.03032415,0,0,-1130.999823,745.76,0.02300443,-0.05332858,0,1,0,383.34,0.02780384,-0.02780384,0,0,-1036.99982,745.4,0.0225106,-0.05031444,0,1,0,medium,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,0,46,46,0,2,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,0.057081,-0.016948,-0.126513,0.028753,4.318509,0.012244,-0.067827
788,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,89,2026-06-26T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,728.99,741.0,0.01647485,,,,,,,,,741.0,0.01647485,,,,,,,,,,,745.76,0.02300443,,,,,,,,,,,745.4,0.0225106,,,,,low,TSLA,0.08461721,VZ,-0.05242802,TSLA,0.08461721,1,46,46,0,0,1,10,1,8,BEA;SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,52.0,2058.3421,1,0,news_enriched,-0.007231,-0.013764,0.000115,0.011287,risk_off,down,medium,0.587302,,,,,,,
411,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,200,,0,0,0,,0,,0,0,,,,,,,,SPY,741.0,746.77,0.00778677,,,,,,,,,746.77,0.00778677,,,,,,,,,,,744.78,0.00510121,,,,,,,,,,,751.71,0.01445344,,,,,low,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,1,41,41,0,0,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,,,,,,,
412,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,80,,0.62,0,156,msft is down 23 in 2026 why this strategist says investors are significantly overselling the stock,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,368.57,373.02,0.01207369,-0.01207369,0,-355.999994,SPY,741.0,746.77,0.00778677,-0.01986046,0,373.02,0.01207369,-0.01207369,0,0,-355.999994,746.77,0.00778677,-0.01986046,0,0,0,390.49,0.0594731,-0.0594731,0,0,-1753.600037,744.78,0.00510121,-0.06457431,0,1,0,384.36,0.04284125,-0.04284125,0,0,-1263.199961,751.71,0.01445344,-0.05729469,0,1,0,medium,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,0,41,41,0,2,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,-0.011797,0.003348,-0.181392,0.024944,1.023275,0.012146,-0.069325
413,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,741.0,746.77,0.00778677,,,,,,,,,746.77,0.00778677,,,,,,,,,,,744.78,0.00510121,,,,,,,,,,,751.71,0.01445344,,,,,low,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,1,41,41,0,0,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,,,,,,,
789,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.92,0,118,,0,0,0,,0,,0,0,,,,,,,,SPY,741.0,746.77,0.00778677,,,,,,,,,746.77,0.00778677,,,,,,,,,,,744.78,0.00510121,,,,,,,,,,,751.71,0.01445344,,,,,high,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,1,41,41,0,0,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,,,,,,,
790,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,MSFT,100,,0.63,1,153,[8h ago] [benzinga.com] msft is down 23 in 2026 why this strategist says investors are significantly overselling the stock,0,0,1,0,1,order notional exceeds max_order_notional=25000.00,0,0,,368.57,373.02,0.01207369,-0.01207369,0,-444.999992,SPY,741.0,746.77,0.00778677,-0.01986046,0,373.02,0.01207369,-0.01207369,0,0,-444.999992,746.77,0.00778677,-0.01986046,0,0,0,390.49,0.0594731,-0.0594731,0,0,-2192.000047,744.78,0.00510121,-0.06457431,0,1,0,384.36,0.04284125,-0.04284125,0,0,-1578.999951,751.71,0.01445344,-0.05729469,0,1,0,medium,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,0,41,41,0,2,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,-0.011797,0.003348,-0.181392,0.024944,1.023275,0.012146,-0.069325
791,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,90,2026-06-29T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.0,0,36,,0,0,0,,0,,0,0,,,,,,,,SPY,741.0,746.77,0.00778677,,,,,,,,,746.77,0.00778677,,,,,,,,,,,744.78,0.00510121,,,,,,,,,,,751.71,0.01445344,,,,,low,AMD,0.07677621,T,-0.05132906,AMD,0.07677621,1,41,41,0,0,0,5,2,7,SEC EDGAR;benzinga.com;cnbc.com;fool.com;morningstar.com;prnewswire.com;yahoo.com,6.0,2274.4074,1,0,news_enriched,0.016475,0.024854,0.00103,-0.013516,risk_on,down,medium,0.52381,,,,,,,
414,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,126,,0,0,0,,0,,0,0,,,,,,,,SPY,746.77,745.76,-0.00135249,,,,,,,,,745.76,-0.00135249,,,,,,,,,,,751.28,0.00603934,,,,,,,,,,,754.95,0.01095384,,,,,low,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,1,37,37,0,0,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,,,,,,,
415,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.6,1,157,SEC filing: NVIDIA CORP files 8-K for report date 2026-06-24,0,0,1,1,0,approved,0,0,,200.09,197.58,-0.01254436,0.01254436,1,251.000099,SPY,746.77,745.76,-0.00135249,0.01389685,1,197.58,-0.01254436,0.01254436,1,1,251.000099,745.76,-0.00135249,0.01389685,1,0,0,195.55,-0.02268979,0.02268979,1,1,454.000008,751.28,0.00603934,0.01665045,1,0,0,210.96,0.05432555,-0.05432555,0,0,-1086.99993,754.95,0.01095384,-0.06527939,0,1,0,medium,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,0,37,37,0,1,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,0.02626,0.00025,-0.108174,0.026381,1.02201,0.011643,-0.027476
416,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,macro-001-claude,MacroBot (Claude),MacroBot,claude,,,,,claude-sonnet-5,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.9,0,141,,0,0,0,,0,,0,0,,,,,,,,SPY,746.77,745.76,-0.00135249,,,,,,,,,745.76,-0.00135249,,,,,,,,,,,751.28,0.00603934,,,,,,,,,,,754.95,0.01095384,,,,,high,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,1,37,37,0,0,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,,,,,,,
792,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,analyst-001-openai,AnalystBot (OpenAI),AnalystBot,openai,,,,,gpt-5.4-mini,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.86,0,167,,0,0,0,,0,,0,0,,,,,,,,SPY,746.77,745.76,-0.00135249,,,,,,,,,745.76,-0.00135249,,,,,,,,,,,751.28,0.00603934,,,,,,,,,,,754.95,0.01095384,,,,,high,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,1,37,37,0,0,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,,,,,,,
793,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,bear-001-openai,BearBot (OpenAI),BearBot,openai,,,,,gpt-5.4-mini,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,SELL,NVDA,100,,0.66,1,173,[32 min ago] [SEC EDGAR] SEC filing: NVIDIA CORP files 8-K for report date 2026-06-24,0,0,1,1,0,approved,0,0,,200.09,197.58,-0.01254436,0.01254436,1,251.000099,SPY,746.77,745.76,-0.00135249,0.01389685,1,197.58,-0.01254436,0.01254436,1,1,251.000099,745.76,-0.00135249,0.01389685,1,0,0,195.55,-0.02268979,0.02268979,1,1,454.000008,751.28,0.00603934,0.01665045,1,0,0,210.96,0.05432555,-0.05432555,0,0,-1086.99993,754.95,0.01095384,-0.06527939,0,1,0,medium,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,0,37,37,0,1,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,0.02626,0.00025,-0.108174,0.026381,1.02201,0.011643,-0.027476
794,4de08543-6a78-4624-9aa8-7921d209ce75,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [openai],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,91,2026-06-30T21:00:00,replay,macro-001-openai,MacroBot (OpenAI),MacroBot,openai,,,,,gpt-5.4-mini,competitive-v2,fea9e7fef2669386f3f29a06f796b7d858a331fc166dec6cd7d885a1b86b858c,HOLD,,,,0.96,0,121,,0,0,0,,0,,0,0,,,,,,,,SPY,746.77,745.76,-0.00135249,,,,,,,,,745.76,-0.00135249,,,,,,,,,,,751.28,0.00603934,,,,,,,,,,,754.95,0.01095384,,,,,high,META,0.08808962,INTC,-0.09031011,INTC,0.09031011,1,37,37,0,0,0,5,1,5,SEC EDGAR;benzinga.com;fool.com;prnewswire.com;yahoo.com,32.0,2247.4231,1,0,news_enriched,0.007787,0.017015,-0.011778,-0.000543,risk_on,sideways,medium,0.428571,,,,,,,
417,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,92,2026-07-01T21:00:00,replay,analyst-001-claude,AnalystBot (Claude),AnalystBot,claude,,,,,claude-sonnet-5,competitive-v2,54bef7d9a295a6f8a2e573e2421e82f8bf43d95d39289c4c5f8e4ad575d57ffd,HOLD,,,,0.2,0,145,,0,0,0,,0,,0,0,,,,,,,,SPY,745.76,744.78,-0.0013141,,,,,,,,,744.78,-0.0013141,,,,,,,,,,,747.71,0.00261478,,,,,,,,,,,749.17,0.00457252,,,,,low,ISRG,0.05872558,TSLA,-0.07488831,TSLA,0.07488831,1,34,34,0,0,0,6,2,5,SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;yahoo.com,32.0,2141.0476,1,0,news_enriched,-0.001353,-0.01525,-0.010414,0.006026,neutral,sideways,medium,0.619048,,,,,,,
418,1a1ccc04-83d5-4943-803a-0b0916e33658,six_month_daily_backfilled_large_cap_2026-02-18_2026-08-18 [claude],completed,913a986d59ffa5c7de375b5cfe0507c994b821d7550f59a2cb8c3602aee14329,92,2026-07-01T21:00:00,replay,bear-001-claude,BearBot (Claude),BearBot,claude,,,,,claude-sonnet-5,competitive-v2,2d673f86c624de5bfc6ae1af260c14dd5e453c7d1502001af667ff58e2bff496,HOLD,,,,0.0,0,99,,0,0,0,,0,,0,0,,,,,,,,SPY,745.76,744.78,-0.0013141,,,,,,,,,744.78,-0.0013141,,,,,,,,,,,747.71,0.00261478,,,,,,,,,,,749.17,0.00457252,,,,,low,ISRG,0.05872558,TSLA,-0.07488831,TSLA,0.07488831,1,34,34,0,0,0,6,2,5,SEC EDGAR;benzinga.com;cnbc.com;prnewswire.com;yahoo.com,32.0,2141.0476,1,0,news_enriched,-0.001353,-0.01525,-0.010414,0.006026,neutral,sideways,medium,0.619048,,,,,,,
